population,draw,tf,score,rank
Treg,92,NFKB1,4.33856646,48
Treg,92,STAT3,3.27687642,113
Treg,92,CREB1,3.69914152,84
Treg,92,ATF3,2.33386476,203
Treg,92,REL,3.97384062,65
Treg,92,HSF1,3.7589099,81
Treg,92,EPAS1,3.14443878,123
Treg,93,HIF1A,5.16162456,17
Treg,93,NFKB1,4.23633086,49
Treg,93,STAT3,7.48558619,3
Treg,93,CREB1,5.42816619,14
Treg,93,ATF3,1.70978213,298
Treg,93,REL,3.21837749,108
Treg,93,HSF1,1.20507748,366
Treg,93,EPAS1,3.44529223,93
Treg,94,HIF1A,6.20715211,9
Treg,94,NFKB1,4.84518373,29
Treg,94,STAT3,4.76214637,30
Treg,94,CREB1,3.90222842,67
Treg,94,ATF3,1.84242456,269
Treg,94,REL,2.18948917,224
Treg,94,HSF1,0.657914592,416
Treg,94,EPAS1,0.512081776,438
Treg,95,HIF1A,4.6309805,42
Treg,95,NFKB1,6.95615345,4
Treg,95,STAT3,3.97981026,71
Treg,95,CREB1,6.74043208,5
Treg,95,ATF3,0.728164641,413
Treg,95,REL,3.8511457,74
Treg,95,HSF1,3.22426932,115
Treg,95,EPAS1,-1.99249752,583
Treg,96,HIF1A,5.47213849,15
Treg,96,NFKB1,3.76359699,78
Treg,96,STAT3,6.02198197,11
Treg,96,CREB1,8.16085563,2
Treg,96,ATF3,4.31785266,48
Treg,96,REL,3.14010075,130
Treg,96,HSF1,2.93475305,147
Treg,96,EPAS1,3.97844583,66
Treg,97,HIF1A,4.84849092,23
Treg,97,NFKB1,5.18699303,18
Treg,97,STAT3,4.73745479,28
Treg,97,CREB1,5.84610674,13
Treg,97,ATF3,1.90882505,263
Treg,97,REL,4.59576547,34
Treg,97,HSF1,3.65250324,90
Treg,97,EPAS1,3.44505312,104
Treg,98,HIF1A,4.61676334,37
Treg,98,NFKB1,5.00794229,21
Treg,98,STAT3,4.65098157,36
Treg,98,CREB1,5.99702481,8
Treg,98,ATF3,1.7505236,275
Treg,98,REL,2.90192929,150
Treg,98,HSF1,2.7430265,165
Treg,98,EPAS1,2.94050928,145
Treg,99,HIF1A,5.59364353,16
Treg,99,NFKB1,4.1376482,52
Treg,99,STAT3,5.04548699,27
Treg,99,CREB1,4.76789831,33
Treg,99,ATF3,-0.47789909,522
Treg,99,REL,2.76112672,157
Treg,99,HSF1,2.81621942,152
Treg,99,EPAS1,2.57162281,177
Treg,100,HIF1A,4.50897224,44
Treg,100,NFKB1,5.77370726,12
Treg,100,STAT3,5.60860049,14
Treg,100,CREB1,4.97458502,33
Treg,100,ATF3,0.0537322973,476
Treg,100,REL,4.51367677,43
Treg,100,HSF1,1.42483352,309
Treg,100,EPAS1,5.00942292,29
Treg,101,HIF1A,6.12316798,12
Treg,101,NFKB1,6.30365255,11
Treg,101,STAT3,6.87240355,3
Treg,101,CREB1,5.12081346,24
Treg,101,ATF3,1.93590862,250
Treg,101,REL,1.96932843,243
Treg,101,HSF1,3.31023167,104
Treg,101,EPAS1,3.73459513,74
Treg,102,HIF1A,5.57430409,10
Treg,102,NFKB1,5.19734349,22
Treg,102,STAT3,4.58332286,38
Treg,102,CREB1,5.3097975,16
Treg,102,ATF3,1.13872102,353
Treg,102,REL,4.84628894,30
Treg,102,HSF1,1.87927706,253
Treg,102,EPAS1,2.93023862,143
Treg,103,HIF1A,7.13703853,4
Treg,103,NFKB1,4.75668388,33
Treg,103,STAT3,5.3742679,20
Treg,103,CREB1,7.19877594,3
Treg,103,ATF3,0.468355631,422
Treg,103,REL,3.02289277,130
Treg,103,HSF1,1.13719984,347
Treg,103,EPAS1,3.80308622,70
Treg,104,HIF1A,6.36971195,7
Treg,104,NFKB1,5.43508933,17
Treg,104,STAT3,5.08594239,25
Treg,104,CREB1,6.69843046,4
Treg,104,ATF3,2.03752936,236
Treg,104,REL,4.35597341,53
Treg,104,HSF1,1.15257072,343
Treg,104,EPAS1,3.53502621,98
Treg,105,HIF1A,4.56861831,38
Treg,105,NFKB1,5.46437694,16
Treg,105,STAT3,6.13799506,10
Treg,105,CREB1,6.77011938,5
Treg,105,ATF3,0.442417783,440
Treg,105,REL,3.27292023,111
Treg,105,HSF1,2.44038819,192
Treg,105,EPAS1,1.67760421,287
Treg,106,HIF1A,6.13924383,13
Treg,106,NFKB1,4.3339919,50
Treg,106,STAT3,6.16624572,11
Treg,106,CREB1,5.97296193,15
Treg,106,ATF3,0.729638754,385
Treg,106,REL,5.25310926,25
Treg,106,HSF1,1.79111047,255
Treg,106,EPAS1,2.85204159,151
Treg,107,HIF1A,5.11989718,23
Treg,107,NFKB1,4.84533604,34
Treg,107,STAT3,4.27669683,47
Treg,107,CREB1,5.79326619,14
Treg,107,ATF3,0.635214046,410
Treg,107,REL,5.52396624,17
Treg,107,HSF1,2.57900219,168
Treg,107,EPAS1,3.43491012,88
Treg,108,HIF1A,6.15034215,9
Treg,108,NFKB1,4.31067884,43
Treg,108,STAT3,3.41642347,105
Treg,108,CREB1,6.73052062,7
Treg,108,ATF3,1.50454451,303
Treg,108,REL,4.73355998,29
Treg,108,HSF1,2.6712869,170
Treg,108,EPAS1,2.1560112,222
Treg,109,HIF1A,4.91891231,30
Treg,109,NFKB1,4.78056122,32
Treg,109,STAT3,4.4817452,49
Treg,109,CREB1,6.05443802,8
Treg,109,ATF3,2.09835692,253
Treg,109,REL,2.17830952,240
Treg,109,HSF1,2.97798629,146
Treg,109,EPAS1,1.0259527,385
Treg,110,HIF1A,5.95789806,13
Treg,110,NFKB1,6.61576294,7
Treg,110,STAT3,5.25057409,24
Treg,110,CREB1,5.20504083,26
Treg,110,ATF3,1.81394569,274
Treg,110,REL,3.09202925,120
Treg,110,HSF1,3.21586079,111
Treg,110,EPAS1,2.87193373,142
Treg,111,HIF1A,6.56486814,5
Treg,111,NFKB1,5.69157497,10
Treg,111,STAT3,5.51440535,14
Treg,111,CREB1,5.53494579,13
Treg,111,ATF3,2.52969169,182
Treg,111,REL,1.94047148,254
Treg,111,HSF1,3.82794607,66
Treg,111,EPAS1,1.54625841,316
Treg,112,HIF1A,5.41441657,19
Treg,112,NFKB1,5.87438697,8
Treg,112,STAT3,4.8006018600000004,28
Treg,112,CREB1,5.8085668,10
Treg,112,ATF3,3.61621114,83
Treg,112,REL,2.44847182,201
Treg,112,HSF1,3.2116431,114
Treg,112,EPAS1,3.10938508,122
Treg,113,HIF1A,4.87460011,32
Treg,113,NFKB1,6.13624626,5
Treg,113,STAT3,4.43242611,45
Treg,113,CREB1,4.37450463,50
Treg,113,ATF3,2.52537792,193
Treg,113,REL,0.677237671,404
Treg,113,HSF1,1.75351043,285
Treg,113,EPAS1,4.30006422,56
Treg,114,HIF1A,5.91148853,12
Treg,114,NFKB1,6.06468453,11
Treg,114,STAT3,6.08842943,10
Treg,114,CREB1,5.52558732,15
Treg,114,ATF3,0.819178808,387
Treg,114,REL,0.833731117,385
Treg,114,HSF1,3.03584464,115
Treg,114,EPAS1,4.20686591,53
Treg,115,HIF1A,4.47384131,35
Treg,115,NFKB1,6.32777327,8
Treg,115,STAT3,7.69468317,2
Treg,115,CREB1,3.7916985,68
Treg,115,ATF3,0.0298944942,491
Treg,115,REL,4.91831912,22
Treg,115,HSF1,1.81590943,263
Treg,115,EPAS1,2.44858794,190
Treg,116,HIF1A,7.80145855,2
Treg,116,NFKB1,4.7918535,28
Treg,116,STAT3,6.81237326,7
Treg,116,CREB1,4.55187104,33
Treg,116,ATF3,0.717416752,402
Treg,116,REL,3.90473625,64
Treg,116,HSF1,0.707268113,404
Treg,116,EPAS1,1.89227012,254
Treg,117,HIF1A,5.99303121,12
Treg,117,NFKB1,4.02077925,55
Treg,117,STAT3,7.05731974,3
Treg,117,CREB1,3.73959789,70
Treg,117,ATF3,1.7435578,276
Treg,117,REL,4.17836176,48
Treg,117,HSF1,2.30951286,211
Treg,117,EPAS1,3.21494285,117
Treg,118,HIF1A,5.22795976,22
Treg,118,NFKB1,5.36633537,21
Treg,118,STAT3,5.12411416,26
Treg,118,CREB1,6.22357556,9
Treg,118,ATF3,2.26108978,203
Treg,118,REL,4.09498853,60
Treg,118,HSF1,3.86357301,70
Treg,118,EPAS1,2.72893422,156
Treg,119,HIF1A,3.67004119,78
Treg,119,NFKB1,4.86798478,24
Treg,119,STAT3,2.6211009,156
Treg,119,CREB1,4.86737845,25
Treg,119,ATF3,-0.772981848,533
Treg,119,REL,2.26693683,198
Treg,119,HSF1,1.96865557,234
Treg,119,EPAS1,3.93208431,58
Treg,120,HIF1A,4.83619192,35
Treg,120,NFKB1,5.1054381,26
Treg,120,STAT3,3.91343916,68
Treg,120,CREB1,5.60439588,17
Treg,120,ATF3,4.26983367,51
Treg,120,REL,5.75040107,14
Treg,120,HSF1,4.89912333,31
Treg,120,EPAS1,2.55423721,164
Treg,121,HIF1A,5.32020312,18
Treg,121,NFKB1,5.34399676,17
Treg,121,STAT3,4.12214781,50
Treg,121,CREB1,6.16678519,6
Treg,121,ATF3,3.10792909,125
Treg,121,REL,2.29849408,213
Treg,121,HSF1,2.19629792,225
Treg,121,EPAS1,1.13239553,372
Treg,122,HIF1A,5.83807962,12
Treg,122,NFKB1,5.27534787,19
Treg,122,STAT3,3.94408208,53
Treg,122,CREB1,4.8462221,25
Treg,122,ATF3,2.4887563,210
Treg,122,REL,3.54620128,91
Treg,122,HSF1,2.57421344,197
Treg,122,EPAS1,2.77028993,172
Treg,123,HIF1A,4.62085997,23
Treg,123,NFKB1,4.17721626,50
Treg,123,STAT3,4.73280595,21
Treg,123,CREB1,7.06931259,5
Treg,123,ATF3,0.92128662,393
Treg,123,REL,2.97565127,143
Treg,123,HSF1,4.44487643,29
Treg,123,EPAS1,4.20864832,48
Treg,124,HIF1A,4.93741334,23
Treg,124,NFKB1,4.62697991,37
Treg,124,STAT3,3.54059444,90
Treg,124,CREB1,4.7604765,30
Treg,124,ATF3,1.28164098,349
Treg,124,REL,3.37904288,100
Treg,124,HSF1,3.7864839,79
Treg,124,EPAS1,3.56154994,89
Treg,125,HIF1A,6.09597148,7
Treg,125,NFKB1,6.31946614,6
Treg,125,STAT3,4.84598448,27
Treg,125,CREB1,4.86219475,26
Treg,125,ATF3,1.09820334,358
Treg,125,REL,2.6292049,160
Treg,125,HSF1,3.88302583,67
Treg,125,EPAS1,2.07580307,231
Treg,126,HIF1A,4.9204775,23
Treg,126,NFKB1,4.72142612,30
Treg,126,STAT3,5.2163219,18
Treg,126,CREB1,5.99092312,9
Treg,126,ATF3,2.66419494,158
Treg,126,REL,3.2931602,102
Treg,126,HSF1,4.41187021,39
Treg,126,EPAS1,1.42282631,322
Treg,127,HIF1A,5.73476283,9
Treg,127,NFKB1,5.53360873,15
Treg,127,STAT3,4.09861559,63
Treg,127,CREB1,5.12372228,22
Treg,127,ATF3,0.829267144,399
Treg,127,REL,3.06385508,125
Treg,127,HSF1,2.12992712,233
Treg,127,EPAS1,0.250521481,458
Treg,128,HIF1A,4.84590872,29
Treg,128,NFKB1,4.7734359,34
Treg,128,STAT3,4.80345824,33
Treg,128,CREB1,5.34358547,18
Treg,128,ATF3,1.09035815,375
Treg,128,REL,4.09745156,65
Treg,128,HSF1,1.43645939,333
Treg,128,EPAS1,1.87159656,282
Treg,129,HIF1A,6.42541306,9
Treg,129,NFKB1,5.41264744,21
Treg,129,STAT3,3.72071572,79
Treg,129,CREB1,3.78501194,77
Treg,129,ATF3,0.527215299,437
Treg,129,REL,5.10423962,26
Treg,129,HSF1,5.31408342,24
Treg,129,EPAS1,2.32056672,226
Treg,130,HIF1A,6.10663871,11
Treg,130,NFKB1,5.59219138,15
Treg,130,STAT3,4.61510929,33
Treg,130,CREB1,7.15555608,6
Treg,130,ATF3,1.15046439,358
Treg,130,REL,6.14215596,10
Treg,130,HSF1,1.92307621,265
Treg,130,EPAS1,2.74192632,161
Treg,131,HIF1A,3.91703904,63
Treg,131,NFKB1,5.52367902,17
Treg,131,STAT3,3.360988,105
Treg,131,CREB1,5.47044052,18
Treg,131,ATF3,3.1112474,124
Treg,131,REL,4.92893573,25
Treg,131,HSF1,0.987996716,379
Treg,131,EPAS1,1.80351523,287
Treg,132,HIF1A,4.05182943,64
Treg,132,NFKB1,5.90245873,9
Treg,132,STAT3,3.76590265,82
Treg,132,CREB1,3.90815027,76
Treg,132,ATF3,1.4765072,318
Treg,132,REL,4.92619413,30
Treg,132,HSF1,1.42974402,324
Treg,132,EPAS1,2.46178278,190
Treg,133,HIF1A,4.12390193,54
Treg,133,NFKB1,5.84745124,10
Treg,133,STAT3,2.66921639,164
Treg,133,CREB1,5.72618134,12
Treg,133,ATF3,2.58006146,178
Treg,133,REL,2.66785429,165
Treg,133,HSF1,3.10622031,120
Treg,133,EPAS1,4.41152516,43
Treg,134,HIF1A,5.09382936,23
Treg,134,NFKB1,6.8339891,4
Treg,134,STAT3,6.65628534,7
Treg,134,CREB1,6.80226281,5
Treg,134,ATF3,1.62491338,283
Treg,134,REL,1.9645683,241
Treg,134,HSF1,4.35153437,46
Treg,134,EPAS1,1.89065294,250
Treg,135,HIF1A,5.71328986,11
Treg,135,NFKB1,6.70434196,4
Treg,135,STAT3,4.32844809,48
Treg,135,CREB1,5.42981809,18
Treg,135,ATF3,4.01703178,64
Treg,135,REL,2.64350773,170
Treg,135,HSF1,2.6467308,168
Treg,135,EPAS1,0.10789103,479
Treg,136,HIF1A,4.24910826,59
Treg,136,NFKB1,7.01659956,6
Treg,136,STAT3,4.7619091,36
Treg,136,CREB1,5.89343447,11
Treg,136,ATF3,0.0214386769,475
Treg,136,REL,2.78390691,161
Treg,136,HSF1,1.00308877,367
Treg,136,EPAS1,2.69914007,172
Treg,137,HIF1A,3.558313,97
Treg,137,NFKB1,6.11665579,6
Treg,137,STAT3,5.19853248,23
Treg,137,CREB1,4.77711272,36
Treg,137,ATF3,2.17604306,226
Treg,137,REL,4.55938868,44
Treg,137,HSF1,1.67328457,290
Treg,137,EPAS1,2.75854871,166
Treg,138,HIF1A,4.47409565,35
Treg,138,NFKB1,6.32280342,4
Treg,138,STAT3,2.85510639,155
Treg,138,CREB1,4.26632045,44
Treg,138,ATF3,0.375668474,439
Treg,138,REL,5.36366035,12
Treg,138,HSF1,3.16940754,124
Treg,138,EPAS1,1.63699622,297
Treg,139,HIF1A,4.32157727,47
Treg,139,NFKB1,6.33286936,8
Treg,139,STAT3,2.10479021,222
Treg,139,CREB1,4.95489487,28
Treg,139,ATF3,2.12254213,218
Treg,139,REL,4.12038374,55
Treg,139,HSF1,5.93950555,11
Treg,139,EPAS1,2.88679464,137
Treg,140,HIF1A,4.07616909,60
Treg,140,NFKB1,6.9100468,5
Treg,140,STAT3,5.12414836,24
Treg,140,CREB1,4.74714181,30
Treg,140,ATF3,-0.0954158114,501
Treg,140,REL,6.48084318,6
Treg,140,HSF1,3.62870259,92
Treg,140,EPAS1,1.68545361,280
Treg,141,HIF1A,4.68565047,33
Treg,141,NFKB1,5.86843491,11
Treg,141,STAT3,6.32157974,6
Treg,141,CREB1,4.92033066,25
Treg,141,ATF3,-1.68634676,582
Treg,141,REL,5.97520371,8
Treg,141,HSF1,2.5851179,178
Treg,141,EPAS1,2.61451954,173
Treg,142,HIF1A,3.32771949,109
Treg,142,NFKB1,4.81568411,34
Treg,142,STAT3,2.75036754,159
Treg,142,CREB1,5.08509107,21
Treg,142,ATF3,3.96986431,66
Treg,142,REL,5.20474565,18
Treg,142,HSF1,3.30191202,114
Treg,142,EPAS1,2.87938925,149
Treg,143,HIF1A,3.89960451,77
Treg,143,NFKB1,6.11236938,8
Treg,143,STAT3,3.39751514,111
Treg,143,CREB1,4.49333128,40
Treg,143,ATF3,0.274885544,445
Treg,143,REL,5.02932374,20
Treg,143,HSF1,3.86564504,79
Treg,143,EPAS1,4.4550292,42
Treg,144,HIF1A,5.35371063,22
Treg,144,NFKB1,6.5112423,7
Treg,144,STAT3,3.81974892,71
Treg,144,CREB1,4.64196199,32
Treg,144,ATF3,4.78581745,30
Treg,144,REL,1.76441913,289
Treg,144,HSF1,1.23881168,347
Treg,144,EPAS1,3.29539455,113
Treg,145,HIF1A,4.62514037,33
Treg,145,NFKB1,6.84866591,4
Treg,145,STAT3,4.42748698,38
Treg,145,CREB1,4.97279236,21
Treg,145,ATF3,2.56766239,189
Treg,145,REL,2.17506981,239
Treg,145,HSF1,3.54752823,83
Treg,145,EPAS1,3.85477443,62
Treg,146,HIF1A,3.49327989,95
Treg,146,NFKB1,6.35147912,6
Treg,146,STAT3,5.16391827,15
Treg,146,CREB1,4.56563978,25
Treg,146,ATF3,2.01074766,264
Treg,146,REL,2.3119352,232
Treg,146,HSF1,2.72099862,179
Treg,146,EPAS1,1.66738813,298
Treg,147,HIF1A,5.97449153,7
Treg,147,NFKB1,6.30992391,6
Treg,147,STAT3,5.5042229,13
Treg,147,CREB1,5.83536464,9
Treg,147,ATF3,4.61147844,35
Treg,147,REL,3.84480601,79
Treg,147,HSF1,3.79522706,82
Treg,147,EPAS1,3.67137222,90
Treg,148,HIF1A,6.09049343,8
Treg,148,NFKB1,5.80355178,13
Treg,148,STAT3,5.54049264,19
Treg,148,CREB1,6.15154203,7
Treg,148,ATF3,3.3445344,97
Treg,148,REL,2.94979032,140
Treg,148,HSF1,1.63731896,302
Treg,148,EPAS1,1.19846042,354
Treg,149,HIF1A,5.95622323,11
Treg,149,NFKB1,5.66164211,15
Treg,149,STAT3,4.14245844,45
Treg,149,CREB1,5.24596933,18
Treg,149,ATF3,0.613200526,424
Treg,149,REL,2.40934369,201
Treg,149,HSF1,1.90925498,258
Treg,149,EPAS1,0.70630664,412
Treg,150,HIF1A,6.06032528,9
Treg,150,NFKB1,6.71746236,5
Treg,150,STAT3,5.08752784,20
Treg,150,CREB1,4.71682531,38
Treg,150,ATF3,3.72073474,85
Treg,150,REL,-0.161661069,509
Treg,150,HSF1,1.43301041,311
Treg,150,EPAS1,1.4093631,315
Treg,151,HIF1A,6.9478785,6
Treg,151,NFKB1,5.07853404,23
Treg,151,STAT3,4.31692982,39
Treg,151,CREB1,4.8574249,27
Treg,151,ATF3,1.2613794,328
Treg,151,REL,0.428141691,447
Treg,151,HSF1,-0.0773926942,487
Treg,151,EPAS1,4.91026828,25
Treg,152,HIF1A,6.97265794,4
Treg,152,NFKB1,4.49744829,40
Treg,152,STAT3,3.8298007,68
Treg,152,CREB1,4.65029443,36
Treg,152,ATF3,2.6280925,181
Treg,152,REL,1.79109136,273
Treg,152,HSF1,3.07091264,128
Treg,152,EPAS1,1.4592791,314
Treg,153,HIF1A,7.28840867,6
Treg,153,NFKB1,5.07728276,24
Treg,153,STAT3,4.08301838,47
Treg,153,CREB1,4.68325724,32
Treg,153,ATF3,3.14549288,120
Treg,153,REL,1.65561922,295
Treg,153,HSF1,1.50423641,320
Treg,153,EPAS1,1.33828174,336
Treg,154,HIF1A,7.36288756,4
Treg,154,NFKB1,4.78588216,31
Treg,154,STAT3,3.78664959,74
Treg,154,CREB1,5.48101891,18
Treg,154,ATF3,3.74714189,77
Treg,154,REL,3.02996409,141
Treg,154,HSF1,3.81996338,71
Treg,154,EPAS1,2.64286451,184
Treg,155,HIF1A,5.11512791,24
Treg,155,NFKB1,7.13248228,6
Treg,155,STAT3,4.80954756,30
Treg,155,CREB1,4.32959849,50
Treg,155,ATF3,3.53777846,97
Treg,155,REL,1.20972049,340
Treg,155,HSF1,3.84898592,76
Treg,155,EPAS1,2.69512912,165
Treg,156,HIF1A,5.59398464,15
Treg,156,NFKB1,7.50405463,2
Treg,156,STAT3,4.4946289,45
Treg,156,CREB1,3.10149102,128
Treg,156,ATF3,0.571511112,432
Treg,156,REL,1.64656312,291
Treg,156,HSF1,1.1430205,361
Treg,156,EPAS1,2.48393738,189
Treg,157,HIF1A,4.59291988,41
Treg,157,NFKB1,5.90083341,13
Treg,157,STAT3,5.9417022,12
Treg,157,CREB1,6.08830804,9
Treg,157,ATF3,1.18431735,342
Treg,157,REL,4.0298088,59
Treg,157,HSF1,1.82256371,275
Treg,157,EPAS1,4.0346238,57
Treg,158,HIF1A,5.01194423,22
Treg,158,NFKB1,5.53470201,11
Treg,158,STAT3,3.04729459,140
Treg,158,CREB1,4.32234503,46
Treg,158,ATF3,0.707704303,401
Treg,158,REL,3.46787958,101
Treg,158,HSF1,3.11340422,132
Treg,158,EPAS1,1.08289771,352
Treg,159,HIF1A,5.07867899,22
Treg,159,NFKB1,6.65997928,5
Treg,159,STAT3,5.54053951,15
Treg,159,CREB1,2.38546919,193
Treg,159,ATF3,0.582014033,409
Treg,159,REL,4.07018401,52
Treg,159,HSF1,0.44670781,428
Treg,159,EPAS1,2.69668815,169
Treg,160,HIF1A,4.33508681,44
Treg,160,NFKB1,5.5245265,15
Treg,160,STAT3,4.80332418,26
Treg,160,CREB1,3.77141403,83
Treg,160,ATF3,4.50464569,37
Treg,160,REL,3.56957542,97
Treg,160,HSF1,2.96755324,144
Treg,160,EPAS1,1.75376315,282
Treg,161,HIF1A,5.29212853,15
Treg,161,NFKB1,5.8413351,10
Treg,161,STAT3,3.77679118,77
Treg,161,CREB1,2.55716862,187
Treg,161,ATF3,-0.176995994,499
Treg,161,REL,3.76605897,79
Treg,161,HSF1,4.84316519,28
Treg,161,EPAS1,0.859326496,397
Treg,162,HIF1A,4.20250458,59
Treg,162,NFKB1,2.47408015,190
Treg,162,STAT3,5.8322746,11
Treg,162,CREB1,5.10421674,27
Treg,162,ATF3,-0.102995941,482
Treg,162,REL,3.67494001,83
Treg,162,HSF1,2.53680024,181
Treg,162,EPAS1,2.35823208,206
Treg,163,HIF1A,5.35425762,19
Treg,163,NFKB1,5.37948256,18
Treg,163,STAT3,4.62489683,36
Treg,163,CREB1,5.23380152,22
Treg,163,ATF3,-0.068041802,493
Treg,163,REL,4.45954846,40
Treg,163,HSF1,3.78339617,63
Treg,163,EPAS1,2.97315863,126
Treg,164,HIF1A,4.35382638,40
Treg,164,NFKB1,3.94866541,64
Treg,164,STAT3,5.00234226,20
Treg,164,CREB1,6.9490077,4
Treg,164,ATF3,1.75934037,278
Treg,164,REL,2.51076715,186
Treg,164,HSF1,4.71192892,27
Treg,164,EPAS1,3.61401522,85
Treg,165,HIF1A,5.69227912,15
Treg,165,NFKB1,3.96701435,65
Treg,165,STAT3,5.63151463,16
Treg,165,CREB1,5.42559871,19
Treg,165,ATF3,-0.294915414,514
Treg,165,REL,0.754008765,415
Treg,165,HSF1,1.61104386,308
Treg,165,EPAS1,4.96544144,30
Treg,166,HIF1A,5.36980642,13
Treg,166,NFKB1,2.33003355,212
Treg,166,STAT3,5.0080197,20
Treg,166,CREB1,6.90275536,4
Treg,166,ATF3,1.50344036,319
Treg,166,REL,4.607189,33
Treg,166,HSF1,1.02792369,372
Treg,166,EPAS1,4.64942877,30
Treg,167,HIF1A,3.96848887,69
Treg,167,NFKB1,4.45387354,43
Treg,167,STAT3,6.41597147,9
Treg,167,CREB1,5.4115505,18
Treg,167,ATF3,3.22182753,134
Treg,167,REL,4.95643924,27
Treg,167,HSF1,3.85799733,74
Treg,167,EPAS1,3.31786828,122
Treg,168,HIF1A,4.32097851,47
Treg,168,NFKB1,6.37665971,7
Treg,168,STAT3,5.2862972,24
Treg,168,CREB1,6.03104004,10
Treg,168,ATF3,1.33943562,332
Treg,168,REL,4.15564772,55
Treg,168,HSF1,2.38284511,207
Treg,168,EPAS1,4.21020072,52
Treg,169,HIF1A,5.09720637,21
Treg,169,NFKB1,4.52009502,44
Treg,169,STAT3,5.1209715,20
Treg,169,CREB1,4.95190672,23
Treg,169,ATF3,1.74772422,277
Treg,169,REL,4.45286063,46
Treg,169,HSF1,2.1870596,225
Treg,169,EPAS1,3.54238326,97
Treg,170,HIF1A,5.15236848,22
Treg,170,NFKB1,4.0768771600000004,50
Treg,170,STAT3,4.91380995,31
Treg,170,CREB1,6.31536802,8
Treg,170,ATF3,0.478150156,441
Treg,170,REL,3.88996506,60
Treg,170,HSF1,1.75513249,261
Treg,170,EPAS1,1.81228424,254
Treg,171,HIF1A,6.11433777,12
Treg,171,NFKB1,5.48808772,20
Treg,171,STAT3,5.2156368,27
Treg,171,CREB1,5.02159993,33
Treg,171,ATF3,3.78840292,84
Treg,171,REL,4.43161267,49
Treg,171,HSF1,3.11675184,133
Treg,171,EPAS1,3.26568242,118
Treg,172,HIF1A,6.59429452,5
Treg,172,NFKB1,4.98404283,33
Treg,172,STAT3,4.7774062,40
Treg,172,CREB1,4.32155793,50
Treg,172,ATF3,2.61906317,170
Treg,172,REL,2.78377302,147
Treg,172,HSF1,3.58651275,91
Treg,172,EPAS1,4.0276935,66
Treg,173,HIF1A,3.92513682,64
Treg,173,NFKB1,5.31869696,21
Treg,173,STAT3,5.80776813,12
Treg,173,CREB1,3.90746448,66
Treg,173,ATF3,2.87088875,143
Treg,173,REL,4.0991185,53
Treg,173,HSF1,1.92525549,248
Treg,173,EPAS1,2.66413443,160
Treg,174,HIF1A,5.29352061,20
Treg,174,NFKB1,5.31185289,19
Treg,174,STAT3,5.58707411,14
Treg,174,CREB1,3.50490928,98
Treg,174,ATF3,0.806636383,387
Treg,174,REL,3.62040492,90
Treg,174,HSF1,1.75765764,255
Treg,174,EPAS1,3.83610113,73
Treg,175,HIF1A,6.2365776,11
Treg,175,NFKB1,4.05104998,65
Treg,175,STAT3,5.44091005,18
Treg,175,CREB1,4.31494297,48
Treg,175,ATF3,-0.677501157,538
Treg,175,REL,3.31146603,116
Treg,175,HSF1,0.840945432,395
Treg,175,EPAS1,3.05142651,142
Treg,176,HIF1A,7.13883512,6
Treg,176,NFKB1,4.42986704,47
Treg,176,STAT3,4.74376553,36
Treg,176,CREB1,5.61779063,17
Treg,176,ATF3,-0.00675869032,476
Treg,176,REL,5.25510625,21
Treg,176,HSF1,0.626289873,399
Treg,176,EPAS1,4.97751457,28
Treg,177,HIF1A,6.20682319,12
Treg,177,NFKB1,5.94400674,16
Treg,177,STAT3,5.07682327,28
Treg,177,CREB1,5.88887109,18
Treg,177,ATF3,1.46198329,316
Treg,177,REL,5.67419276,19
Treg,177,HSF1,3.05010107,129
Treg,177,EPAS1,1.53952842,302
Treg,178,HIF1A,4.52987575,30
Treg,178,NFKB1,4.94748275,21
Treg,178,STAT3,5.07380672,19
Treg,178,CREB1,5.13485791,17
Treg,178,ATF3,-0.212894108,504
Treg,178,REL,2.58942925,170
Treg,178,HSF1,2.34571835,211
Treg,178,EPAS1,3.13287414,113
Treg,179,HIF1A,5.97530472,7
Treg,179,NFKB1,5.48747205,11
Treg,179,STAT3,3.83043998,73
Treg,179,CREB1,5.4536655,12
Treg,179,ATF3,4.03564803,59
Treg,179,REL,2.77006476,159
Treg,179,HSF1,2.94895555,145
Treg,179,EPAS1,3.73068372,82
Treg,180,HIF1A,4.86698398,31
Treg,180,NFKB1,6.0146578,10
Treg,180,STAT3,3.87331607,68
Treg,180,CREB1,6.55379985,5
Treg,180,ATF3,2.11798008,240
Treg,180,REL,2.67907075,177
Treg,180,HSF1,2.76710793,167
Treg,180,EPAS1,1.48690741,319
Treg,181,HIF1A,4.16940229,52
Treg,181,NFKB1,6.5401749,6
Treg,181,STAT3,4.00300285,60
Treg,181,CREB1,5.13256762,24
Treg,181,ATF3,0.462120733,441
Treg,181,REL,4.4761501,40
Treg,181,HSF1,3.42332216,84
Treg,181,EPAS1,1.7671823,263
Treg,182,HIF1A,5.57848746,15
Treg,182,NFKB1,5.59264316,14
Treg,182,STAT3,5.88010402,7
Treg,182,CREB1,6.9780659,3
Treg,182,ATF3,1.06036956,372
Treg,182,REL,4.0615367000000004,57
Treg,182,HSF1,3.06377393,129
Treg,182,EPAS1,2.62693154,185
Treg,183,HIF1A,4.55279452,43
Treg,183,NFKB1,6.3179093,6
